cadence,metric,n_events,n_success,efficiency,z_lo,z_hi,sigma
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,75462,6808,0.0902175929606954,2.2,2.3,0.0010429181592215586
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,75462,0,0.0,2.2,2.3,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,75462,2380,0.0315390527682807,2.2,2.3,0.0006362110730061243
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,75462,1573,0.0208449285733216,2.2,2.3,0.0005200699837271997
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,75462,1150,0.0152394582703877,2.2,2.3,0.0004459497534573093
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,75462,7079,0.0938088044313694,2.2,2.3,0.0010613718476924366
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,75462,3,3.975510853144629e-05,2.2,2.3,2.295216636575721e-05
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,73284,1667,0.0227471207903498,2.3,2.4,0.0005507596473561526
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,73284,1076,0.0146826046613176,2.3,2.4,0.00044430893269684936
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,73284,789,0.0107663337154085,2.3,2.4,0.0003812227234618871
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,73284,5292,0.0722122154904208,2.3,2.4,0.0009561479028261483
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,73284,0,0.0,2.3,2.4,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,73284,1697,0.0231564870913159,2.3,2.4,0.0005555769937990372
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,73284,1142,0.015583210523443,2.3,2.4,0.00045752348536413863
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,73284,791,0.0107936248021396,2.3,2.4,0.0003817003243721639
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,73284,5424,0.0740134272146716,2.3,2.4,0.0009670591067547197
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,73284,0,0.0,2.3,2.4,0.0
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,70045,1203,0.0171746734242272,2.4,2.5,0.0004909009174105473
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,70045,739,0.0105503604825469,2.4,2.5,0.0003860485511557542
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,70045,541,0.0077236062531229,2.4,2.5,0.0003307789183641736
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,70045,4016,0.0573345706331644,2.4,2.5,0.0008784124906476571
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,70045,0,0.0,2.4,2.5,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,70045,1259,0.0179741594689128,2.4,2.5,0.0005019924476027451
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,70045,798,0.0113926761367692,2.4,2.5,0.0004009924704307603
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,70045,573,0.0081804554215147,2.4,2.5,0.0003403427490298679
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,70045,4183,0.0597187522307088,2.4,2.5,0.0008953558595611161
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,70045,0,0.0,2.4,2.5,0.0
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,67599,959,0.0141866003934969,2.5,2.6,0.00045484810601988546
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,67599,521,0.0077072146037663,2.5,2.6,0.00033635547952560454
baseline_v5.1.1_10yrs,SLSN_Villar_Physical_Metric,67599,404,0.0059764197695232,2.5,2.6,0.00029644815690158357
baseline_v5.1.1_10yrs,SLSN_ELAsTiCC_Metric,67599,3144,0.046509563750943,2.5,2.6,0.0008099517869767814
baseline_v5.1.1_10yrs,SLSN_SpecTrigger_Physical_Metric,67599,0,0.0,2.5,2.6,0.0
baseline_v5.3.0_10yrs,SLSN_Detect_Physical_Metric,67599,1012,0.0149706356602908,2.5,2.6,0.00046706204172047773
baseline_v5.3.0_10yrs,SLSN_Characterize_Physical_Metric,67599,627,0.0092752851373541,2.5,2.6,0.00036869733423323996
baseline_v5.3.0_10yrs,SLSN_Villar_Physical_Metric,67599,421,0.0062279027796269,2.5,2.6,0.00030258275710168297
baseline_v5.3.0_10yrs,SLSN_ELAsTiCC_Metric,67599,3313,0.0490096007337386,2.5,2.6,0.0008303448813157216
baseline_v5.3.0_10yrs,SLSN_SpecTrigger_Physical_Metric,67599,0,0.0,2.5,2.6,0.0
baseline_v5.1.1_10yrs,SLSN_Detect_Physical_Metric,64075,685,0.0106905969566913,2.6,2.7,0.00040627747002706656
baseline_v5.1.1_10yrs,SLSN_Characterize_Physical_Metric,64075,420,0.0065548185719859,2.6,2.7,0.00031879241825669505
